feed,title,long_url,short_url
ArXiv:q-bio,Fractal Dimension and Retinal Pathology: A Meta-analysis,https://arxiv.org/abs/2101.08815v1,
ArXiv:q-bio,Automating LC-MS/MS mass chromatogram quantification. Wavelet transform based peak detection and automated estimation of peak boundaries and signal-to-noise ratio using signal processing methods,https://arxiv.org/abs/2101.08841v1,
ArXiv:q-bio,Protocol for Benchmarking Computational Doublet-Detection Methods in Single-Cell RNA Sequencing Data Analysis,https://arxiv.org/abs/2101.08860v1,
ArXiv:q-bio,Applications of artificial intelligence in drug development using real-world data,https://arxiv.org/abs/2101.08904v1,
ArXiv:q-bio,A symbolic information approach to characterize response-related differences in cortical activity during a Go/No-Go task,https://arxiv.org/abs/2101.08905v1,
ArXiv:q-bio,Chemistry42: An AI-based platform for de novo molecular design,https://arxiv.org/abs/2101.09050v1,
ArXiv:q-bio,QUAREP-LiMi: A community-driven initiative to establish guidelines for quality assessment and reproducibility for instruments and images in light microscopy,https://arxiv.org/abs/2101.09153v1,
ArXiv:q-bio,"SUTRA: An Approach to Modelling Pandemics with Asymptomatic Patients, and Applications to COVID-19",https://arxiv.org/abs/2101.09158v1,
ArXiv:q-bio,Contact-mediated cellular communication supplements positional information to regulate spatial patterning during development,https://arxiv.org/abs/2101.09179v1,
ArXiv:q-bio,"Super-Spreaders Out, Super-Spreading In: The Effects of Infectiousness Heterogeneity and Lockdowns on Herd Immunity",https://arxiv.org/abs/2101.09188v1,
ArXiv:q-bio,A mechanism for sarcomere breathing: volume change and advective flow within the myofilament lattice,https://arxiv.org/abs/1904.12420v2,
ArXiv:q-bio,A Novel Methodology for Epidemic Risk Assessment of COVID-19 outbreak,https://arxiv.org/abs/2004.02739v4,
ArXiv:q-bio,State-dependent regulation of cortical processing speed via gain modulation,https://arxiv.org/abs/2004.04190v2,
ArXiv:q-bio,Ginzburg-Landau amplitude equation for nonlinear nonlocal models,https://arxiv.org/abs/2007.06383v2,
ArXiv:q-bio,Friendly-rivalry solution to the iterated $n$-person public-goods game,https://arxiv.org/abs/2008.00243v2,
ArXiv:q-bio,Bayesian mechanics of perceptual inference and motor control in the brain,https://arxiv.org/abs/2008.09927v3,
ArXiv:q-bio,Injury risk increases minimally over a large range of changes in activity level in children,https://arxiv.org/abs/2010.02952v2,
ArXiv:q-bio,Heterogeneous excitable systems exhibit Griffiths phases below hybrid phase transitions,https://arxiv.org/abs/2011.13778v2,
ArXiv:q-bio,Expectation-Maximization Regularized Deep Learning for Weakly Supervised Tumor Segmentation for Glioblastoma,https://arxiv.org/abs/2101.08757v2,
