feed,title,long_url,short_url
PwC:Latest,/xuecwu/ eMotions: A Large-Scale Dataset for Emotion Recognition in Short Videos: https://github.com/xuecwu/emotions,https://paperswithcode.com/paper/emotions-a-large-scale-dataset-for-emotion,https://da.gd/Sju0
PwC:Latest,/tomchenshi/ Cross-Scope Spatial-Spectral Information Aggregation for Hyperspectral Image Super-Resolution: https://github.com/tomchenshi/cst,https://paperswithcode.com/paper/cross-scope-spatial-spectral-information,https://da.gd/2YfLw
PwC:Latest,/janghyuncho/ Language-conditioned Detection Transformer: https://github.com/janghyuncho/decola,https://paperswithcode.com/paper/language-conditioned-detection-transformer,https://da.gd/4SJQCP
PwC:Latest,/csxmli2016/ When StyleGAN Meets Stable Diffusion: a $\mathscr{W}_+$ Adapter for Personalized Image Generation: https://github.com/csxmli2016/w-plus-adapter,https://paperswithcode.com/paper/when-stylegan-meets-stable-diffusion-a,https://da.gd/fczHAW
PwC:Latest,/spengliang/ Smooth Video Synthesis with Noise Constraints on Diffusion Models for One-shot Video Tuning: https://github.com/spengliang/smoothvideo,https://paperswithcode.com/paper/smooth-video-synthesis-with-noise-constraints,https://da.gd/m2NdF
PwC:Latest,/thu-coai/ Unveiling the Implicit Toxicity in Large Language Models: https://github.com/thu-coai/implicit-toxicity,https://paperswithcode.com/paper/unveiling-the-implicit-toxicity-in-large,https://da.gd/sjbIhD
PwC:Latest,/liuqi-creat/ SigFormer: Sparse Signal-Guided Transformer for Multi-Modal Human Action Segmentation: https://github.com/liuqi-creat/sigformer,https://paperswithcode.com/paper/sigformer-sparse-signal-guided-transformer,https://da.gd/GOqtD7
PwC:Latest,/huawei-noah/ Towards Higher Ranks via Adversarial Weight Pruning: https://github.com/huawei-noah/Efficient-Computing,https://paperswithcode.com/paper/towards-higher-ranks-via-adversarial-weight-1,https://da.gd/zADV
PwC:Latest,/weijiawu/ Continual Learning for Image Segmentation with Dynamic Query: https://github.com/weijiawu/cisdq,https://paperswithcode.com/paper/continual-learning-for-image-segmentation,https://da.gd/NMZu1
PwC:Latest,/lorebianchi98/ The devil is in the fine-grained details: Evaluating open-vocabulary object detectors for fine-grained understanding: https://github.com/lorebianchi98/fg-ovd,https://paperswithcode.com/paper/the-devil-is-in-the-fine-grained-details,https://da.gd/yNPoNi
PwC:Latest,/piapfeiffer/ Efficient Computation of Sparse and Robust Maximum Association Estimators: https://github.com/piapfeiffer/robsparsemva,https://paperswithcode.com/paper/efficient-computation-of-sparse-and-robust,https://da.gd/uAxvP
PwC:Latest,/haomo-ai/ Cam4DOcc: Benchmark for Camera-Only 4D Occupancy Forecasting in Autonomous Driving Applications: https://github.com/haomo-ai/cam4docc,https://paperswithcode.com/paper/cam4docc-benchmark-for-camera-only-4d,https://da.gd/TqkRyt
PwC:Latest,/shikiw/ OPERA: Alleviating Hallucination in Multi-Modal Large Language Models via Over-Trust Penalty and Retrospection-Allocation: https://github.com/shikiw/opera,https://paperswithcode.com/paper/opera-alleviating-hallucination-in-multi,https://da.gd/ptIC
PwC:Latest,/zchuz/ TimeBench: A Comprehensive Evaluation of Temporal Reasoning Abilities in Large Language Models: https://github.com/zchuz/timebench,https://paperswithcode.com/paper/timebench-a-comprehensive-evaluation-of,https://da.gd/KuVq7
PwC:Latest,/araujoalexandre/ Towards Real-World Focus Stacking with Deep Learning: https://github.com/araujoalexandre/focusstackingdataset,https://paperswithcode.com/paper/towards-real-world-focus-stacking-with-deep,https://da.gd/0s9m7y
PwC:Latest,/BaranziniLab/ Biomedical knowledge graph-enhanced prompt generation for large language models: https://github.com/BaranziniLab/KG_RAG,https://paperswithcode.com/paper/biomedical-knowledge-graph-enhanced-prompt,https://da.gd/0VduI
PwC:Latest,/zzoomd/ The Devil is in the Data: Learning Fair Graph Neural Networks via Partial Knowledge Distillation: https://github.com/zzoomd/fairgkd,https://paperswithcode.com/paper/the-devil-is-in-the-data-learning-fair-graph,https://da.gd/IQws
PwC:Latest,/yaoppeng/ U-Net v2: Rethinking the Skip Connections of U-Net for Medical Image Segmentation: https://github.com/yaoppeng/u-net_v2,https://paperswithcode.com/paper/u-net-v2-rethinking-the-skip-connections-of-u,https://da.gd/v3B0a
PwC:Latest,/bravegroup/ Driving into the Future: Multiview Visual Forecasting and Planning with World Model for Autonomous Driving: https://github.com/bravegroup/drive-wm,https://paperswithcode.com/paper/driving-into-the-future-multiview-visual,https://da.gd/neNsMh
PwC:Latest,/ostadabbas/ Multiple Toddler Tracking in Indoor Videos: https://github.com/ostadabbas/multiple-toddler-tracking,https://paperswithcode.com/paper/multiple-toddler-tracking-in-indoor-videos,https://da.gd/tqfi
PwC:Latest,/lscpku/ VITATECS: A Diagnostic Dataset for Temporal Concept Understanding of Video-Language Models: https://github.com/lscpku/vitatecs,https://paperswithcode.com/paper/vitatecs-a-diagnostic-dataset-for-temporal,https://da.gd/j2iZTK
PwC:Latest,/bennyca/ ReWaRD: Retinal Waves for Pre-Training Artificial Neural Networks Mimicking Real Prenatal Development: https://github.com/bennyca/reward,https://paperswithcode.com/paper/reward-retinal-waves-for-pre-training,https://da.gd/DBAuS
PwC:Latest,/dayuhuu/ Single-cell Multi-view Clustering via Community Detection with Unknown Number of Clusters: https://github.com/dayuhuu/scunc,https://paperswithcode.com/paper/single-cell-multi-view-clustering-via,https://da.gd/WaWYN
PwC:Latest,/chicagohai/ Pragmatic Radiology Report Generation: https://github.com/chicagohai/llm_radiology,https://paperswithcode.com/paper/pragmatic-radiology-report-generation,https://da.gd/abou3r
PwC:Latest,/alexzhou907/ DreamPropeller: Supercharge Text-to-3D Generation with Parallel Sampling: https://github.com/alexzhou907/dreampropeller,https://paperswithcode.com/paper/dreampropeller-supercharge-text-to-3d,https://da.gd/gxT6Z
PwC:Latest,/yaoppeng/ PHG-Net: Persistent Homology Guided Medical Image Classification: https://github.com/yaoppeng/topoclassification,https://paperswithcode.com/paper/phg-net-persistent-homology-guided-medical,https://da.gd/kxtFh
PwC:Latest,/2357e2/ Fourier Neural Differential Equations for learning Quantum Field Theories: https://github.com/2357e2/fnde,https://paperswithcode.com/paper/fourier-neural-differential-equations-for,https://da.gd/w3bXc
PwC:Latest,/lu-wo/ Quantifying the redundancy between prosody and text: https://github.com/lu-wo/quantifying-redundancy,https://paperswithcode.com/paper/quantifying-the-redundancy-between-prosody,https://da.gd/h6EA
