feed,title,long_url,short_url
MX,"Cranberries provide runners with an all-natural boost, according to new research",https://medicalxpress.com/news/2024-03-cranberries-runners-natural-boost.html,https://da.gd/gHWuL
MX,Cheers to health? Uncovering myths around the health benefits of moderate drinking,https://medicalxpress.com/news/2024-03-health-uncovering-myths-benefits-moderate.html,https://da.gd/ZG38
MX,Cognitive dissonance research deepens our understanding of pescetarians,https://medicalxpress.com/news/2024-03-cognitive-dissonance-deepens-pescetarians.html,https://da.gd/ZO7nca
MX,Evidence-based approach recommended for acute pancreatitis management,https://medicalxpress.com/news/2024-03-evidence-based-approach-acute-pancreatitis.html,https://da.gd/1nJ65
MX,Keto diet found to slow early stages of Alzheimer's disease in mice,https://medicalxpress.com/news/2024-03-keto-diet-early-stages-alzheimer.html,https://da.gd/m1Ai
MX,Time-restricted eating may raise cardiovascular death risk in the long term,https://medicalxpress.com/news/2024-03-restricted-cardiovascular-death-term.html,https://da.gd/co6i8
MX,Social and economic hardships in childhood may alter gut bacteria in Hispanic adults,https://medicalxpress.com/news/2024-03-social-economic-hardships-childhood-gut.html,https://da.gd/J2Bew3
MX,"Food companies' sponsorship of children's sports encourages children to buy their products, Canadian research suggests",https://medicalxpress.com/news/2024-03-food-companies-sponsorship-children-sports.html,https://da.gd/qeCI7
MX,How much stress is too much? Psychiatrist explains the links between toxic stress and poor health,https://medicalxpress.com/news/2024-03-stress-psychiatrist-links-toxic-poor.html,https://da.gd/v7x1a
MX,Oats and oatmeal have more health benefits than you probably realize,https://medicalxpress.com/news/2024-03-oats-oatmeal-health-benefits.html,https://da.gd/2Ig0
MX,"Four ways to eat less meat that are better for the planet, your health and your bank balance",https://medicalxpress.com/news/2024-03-ways-meat-planet-health-bank.html,https://da.gd/Hqbac
MX,Mediterranean diet could help people with irritable bowel symptoms,https://medicalxpress.com/news/2024-03-mediterranean-diet-people-bowel-symptoms.html,https://da.gd/msQbaP
MX,"Free school meals for all may reduce childhood obesity, while easing financial and logistical burdens for families",https://medicalxpress.com/news/2024-03-free-school-meals-childhood-obesity.html,https://da.gd/feqq
MX,Study finds little or no difference in effectiveness of in-person versus remote cognitive behavioral therapy,https://medicalxpress.com/news/2024-03-difference-effectiveness-person-remote-cognitive.html,https://da.gd/FpU8
MX,What you need to know about new treatments for children with peanut allergies,https://medicalxpress.com/news/2024-03-treatments-children-peanut-allergies.html,https://da.gd/l5zUY9
MX,Intermittent fasting linked to heart risks in research surprise,https://medicalxpress.com/news/2024-03-intermittent-fasting-linked-heart.html,https://da.gd/e3vjU
MX,"Dehydration is rampant among Florida farm workers, new study shows",https://medicalxpress.com/news/2024-03-dehydration-rampant-florida-farm-workers.html,https://da.gd/QlD7g
MX,Genetic study finds epidemic of kuru likely led to migration of women in the Eastern Highlands of Papua New Guinea,https://medicalxpress.com/news/2024-03-genetic-epidemic-kuru-migration-women.html,https://da.gd/wKSRUX
MX,FDA approves first CAR T-cell therapy for adults with leukemia or lymphoma,https://medicalxpress.com/news/2024-03-fda-car-cell-therapy-adults.html,https://da.gd/W8GO8
MX,Researchers call for makers of new anti-obesity drugs to study results of body composition in addition to weight loss,https://medicalxpress.com/news/2024-03-makers-anti-obesity-drugs-results.html,https://da.gd/bg5pC
MX,"Biomarkers of the middle-aged brain could predict cognitive health in old age, say researchers",https://medicalxpress.com/news/2024-03-biomarkers-middle-aged-brain-cognitive.html,https://da.gd/mnJWg4
MX,Study finds low social status increases risk of health conditions from alcohol problems,https://medicalxpress.com/news/2024-03-social-status-health-conditions-alcohol.html,https://da.gd/CVSi
MX,Study details effects of heat-related emergencies: Vulnerable populations found to be most at risk,https://medicalxpress.com/news/2024-03-effects-emergencies-vulnerable-populations.html,https://da.gd/YXuuB
MX,Decision aid helps patients make informed decisions about sterilization,https://medicalxpress.com/news/2024-03-decision-aid-patients-decisions-sterilization.html,https://da.gd/uCXbd
MX,Primary care telemedicine linked with fewer antibiotics for children than direct-to-consumer telemedicine,https://medicalxpress.com/news/2024-03-primary-telemedicine-linked-antibiotics-children.html,https://da.gd/95JB
MX,ChatGPT to help dental students retain knowledge and enhance performance,https://medicalxpress.com/news/2024-03-chatgpt-dental-students-retain-knowledge.html,https://da.gd/ruPa
