feed,title,long_url,short_url
RS,Radar cross-section reduction using digital programmable metamaterials,https://www.researchsquare.com/article/rs-3290215/latest,https://da.gd/uHhKGZ
RS,Artificial intelligence-based model for predicting pulmonary arterial hypertension on chest radiograph,https://www.researchsquare.com/article/rs-3214956/latest,https://da.gd/eP9Hw
RS,An AI-Based Long-Term Care Service System Rating Methodology Integrating Multiple Data Sources,https://www.researchsquare.com/article/rs-3265279/latest,https://da.gd/mpM3bW
RS,The Association Between Different Digital Use and Young Adults’ Well-being,https://www.researchsquare.com/article/rs-3291346/latest,https://da.gd/K36PGO
RS,Introducing a Novel Method for Computing High-Compression Pressure of Carbon Nanotubes,https://www.researchsquare.com/article/rs-3280988/latest,https://da.gd/NQJNPX
RS,"Care providers’ perception of artificial intelligence: focus on workload, risk, trust, clinical decision-making, and clinical integration",https://www.researchsquare.com/article/rs-3238095/latest,https://da.gd/sopjbp
RS,On-Ground Validation of Orbital GNC: Visual Navigation Assessment in Robotic Testbed Facility,https://www.researchsquare.com/article/rs-3283234/latest,https://da.gd/yQh5w
RS,State of the Art Deep Learning Implementation for Multiclass Classification of Black Pepper Leaf Diseases,https://www.researchsquare.com/article/rs-3272019/latest,https://da.gd/0HWavA
RS,A Framework for the Optimization of Efficient Network Data Transfer using SPT Algorithm,https://www.researchsquare.com/article/rs-3284170/latest,https://da.gd/xdjAn
RS,A New Circuit‑Level Leakage Power Reduction Technique of Static Logic Gates for Analog to Digital Converter in CMOS Technology using Virtuoso,https://www.researchsquare.com/article/rs-3281833/latest,https://da.gd/XjblS
RS,Small Intestinal Stromal Tumors Detection Based on Knowledge Distillation Technique and Computational Intelligence,https://www.researchsquare.com/article/rs-3282214/latest,https://da.gd/D6wjhv
RS,A new efficient multiobject detection and size calculation for blended tobacco shred using an improved YOLOv7 network and LWC algorithm,https://www.researchsquare.com/article/rs-3279283/latest,https://da.gd/9aNF
RS,Integrated Predictive Analysis for Periodontal Disease and Malocclusion Detection in Dentistry using Deep Learning and CNN-based Decision Making,https://www.researchsquare.com/article/rs-3177552/latest,https://da.gd/BIT2P
RS,"5-chloro-3-(2-(2,4-dinitrophenyl) hydrazono)indolin-2-one: synthesis, characterization, and biochemical and computational screening against SARS-CoV-2",https://www.researchsquare.com/article/rs-3216026/latest,https://da.gd/Dpi8cL
RS,Intelligent Energy Management with IoT Framework in Smart Cities Using Intelligent Analysis: An Application of Machine Learning Methods for Complex Networks and Systems,https://www.researchsquare.com/article/rs-3198211/latest,https://da.gd/m4rXfA
RS,LAGSSE: An Integrated Framework for the Realization of Sustainable Software Engineering,https://www.researchsquare.com/article/rs-3274778/latest,https://da.gd/4EYfn
RS,A multiplex crystal digital PCR for detection and quantitation of porcine circovirus type 2 and type 3,https://www.researchsquare.com/article/rs-3241542/latest,https://da.gd/6jVoi
RS,Advantages of cone beam computed tomography for evaluation of subchondral insufficiency fractures of the knee compared with MRI,https://www.researchsquare.com/article/rs-3275121/latest,https://da.gd/riICm
RS,Digital cognitive assessments for Brain Injury– a Systematic Review,https://www.researchsquare.com/article/rs-3292764/latest,https://da.gd/Ck5ba
RS,Multi-Objective Optimal Power Flow Problem Using Nelder–Mead based Prairie Dog Optimization Algorithm,https://www.researchsquare.com/article/rs-3111489/latest,https://da.gd/ojFv5
RS,Embedding cultural competency and cultural humility in undergraduate pharmacist initial education and training: a qualitative exploration of pharmacy student perspectives,https://www.researchsquare.com/article/rs-3283521/latest,https://da.gd/hZ7x
RS,Protecting the Neural Networks against FGSM Attack Using Machine Unlearning,https://www.researchsquare.com/article/rs-3239986/latest,https://da.gd/mL2HY
RS,"Research on Deep Learning Based Genetic Intelligent Identification Method for Historical Buildings: A Case Study of Chinese Baroque Architecture in Harbin, China",https://www.researchsquare.com/article/rs-3279818/latest,https://da.gd/1k2PK
RS,Research on the online evaluation of the straightness error of hydrostatic guideways based on deep learning,https://www.researchsquare.com/article/rs-3277372/latest,https://da.gd/H8Iu2t
RS,Embedding multimodal rehabilitation within routine cancer care in Sheffield – The Active Together service evaluation protocol,https://www.researchsquare.com/article/rs-3212846/latest,https://da.gd/Zh4K
RS,Construction of a comprehensive predictive model for axillary lymph node metastasis in breast cancer: A retrospective study,https://www.researchsquare.com/article/rs-3147782/latest,https://da.gd/317wm
RS,Volumetric measurement of cerebral white matter hyperintensities on fluid-attenuated inversion recovery (FLAIR) magnetic resonance images using artificial intelligence,https://www.researchsquare.com/article/rs-3280919/latest,https://da.gd/QRlyK
